Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
93,92,82,83,93,76,69,78,70,12,1,4,3,7,yes,yes,no,python,system designing,no,yes,poor,poor,data engineering,testing,job,Product based,yes,yes,Drama,salary,yes,stubborn,Technical,salary,smart worker,no,no,Systems Security Administrator
94,60,65,60,84,67,63,80,67,7,2,2,9,2,yes,yes,yes,shell programming,data science,yes,yes,excellent,poor,networks,cloud computing,job,Web Services,yes,yes,Encyclopedias,Work,no,gentle,Management,salary,smart worker,yes,yes,Systems Security Administrator
81,87,71,88,87,69,69,71,63,11,3,6,5,9,no,yes,no,distro making,system designing,no,yes,excellent,medium,IOT,Business process analyst,job,Cloud Services,no,no,Math,salary,no,stubborn,Technical,salary,hard worker,no,yes,Systems Security Administrator
83,72,94,85,72,64,76,89,64,10,3,0,2,2,no,no,no,information security,data science,yes,yes,excellent,poor,hacking,Business process analyst,job,Sales and Marketing,no,no,Cookbooks,Work,yes,gentle,Management,salary,hard worker,no,yes,Systems Security Administrator
82,90,86,75,68,92,75,88,63,8,2,3,9,5,yes,yes,no,hadoop,system designing,yes,yes,poor,poor,IOT,system developer,job,product development,yes,yes,Poetry,Work,no,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
88,86,90,73,72,93,90,91,64,6,4,3,4,1,no,yes,no,distro making,web technologies,no,yes,excellent,excellent,programming,developer,higherstudies,Sales and Marketing,no,yes,Action and Adventure,Work,yes,stubborn,Management,work,hard worker,yes,no,Systems Security Administrator
91,63,72,74,68,93,78,70,64,6,3,6,3,5,no,yes,yes,information security,testing,no,yes,poor,medium,networks,testing,higherstudies,Sales and Marketing,yes,yes,Cookbooks,Work,no,gentle,Management,salary,hard worker,no,no,Systems Security Administrator
66,85,88,78,87,71,93,87,80,4,1,1,5,4,no,no,no,r programming,web technologies,no,yes,poor,excellent,data engineering,security,job,Service Based,yes,no,Biographies,Work,no,stubborn,Technical,work,hard worker,no,yes,Systems Security Administrator
91,86,67,92,75,78,77,72,79,10,2,0,6,1,yes,no,yes,full stack,web technologies,no,yes,excellent,excellent,hacking,system developer,job,Service Based,no,no,Guide,salary,yes,stubborn,Management,salary,smart worker,no,no,Systems Security Administrator
74,88,75,84,92,90,82,71,77,6,8,3,9,8,yes,no,yes,distro making,web technologies,yes,no,excellent,poor,Management,security,higherstudies,Service Based,yes,no,Childrens,salary,yes,gentle,Management,work,smart worker,yes,no,Systems Security Administrator
76,77,73,82,72,73,90,60,77,12,1,0,4,6,no,yes,yes,python,cloud computing,yes,yes,excellent,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,History,Work,yes,gentle,Management,salary,hard worker,no,yes,Systems Security Administrator
70,67,92,72,90,65,71,85,77,11,3,3,3,8,no,no,yes,full stack,cloud computing,no,no,medium,medium,networks,Business process analyst,higherstudies,Service Based,yes,no,Horror,Work,no,gentle,Management,work,smart worker,yes,yes,Systems Security Administrator
64,64,67,78,64,60,60,64,62,7,8,1,6,9,yes,no,no,distro making,database security,no,no,excellent,poor,parallel computing,Business process analyst,higherstudies,Cloud Services,no,yes,Health,Work,no,stubborn,Technical,salary,hard worker,no,yes,Systems Security Administrator
94,94,67,69,89,63,88,69,91,11,5,3,6,9,yes,no,no,information security,game development,yes,no,poor,excellent,hacking,testing,job,Cloud Services,no,yes,Fantasy,salary,no,gentle,Management,work,smart worker,yes,yes,Systems Security Administrator
77,70,68,71,77,72,79,65,85,12,2,0,6,8,yes,yes,no,distro making,game development,yes,no,excellent,medium,Computer Architecture,testing,job,BPA,yes,yes,Travel,Work,no,gentle,Technical,salary,hard worker,no,no,Systems Security Administrator
66,79,85,77,86,82,81,94,67,11,5,4,8,7,no,yes,yes,information security,web technologies,yes,yes,poor,medium,Software Engineering,Business process analyst,job,Finance,no,no,Horror,Work,no,gentle,Technical,salary,hard worker,yes,yes,Systems Security Administrator
74,65,89,63,91,93,73,74,61,11,1,3,2,3,yes,no,no,hadoop,cloud computing,no,no,medium,medium,IOT,cloud computing,higherstudies,Service Based,yes,yes,Autobiographies,salary,no,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
91,84,62,65,66,87,70,81,86,5,2,3,1,9,no,no,no,distro making,hacking,yes,yes,medium,excellent,Computer Architecture,testing,job,Testing and Maintainance Services,no,yes,Anthology,Work,no,stubborn,Technical,work,hard worker,yes,no,Systems Security Administrator
94,71,85,87,88,74,76,66,81,8,8,5,4,3,no,yes,no,full stack,hacking,yes,no,medium,poor,Software Engineering,cloud computing,job,Service Based,no,yes,Biographies,salary,no,gentle,Management,salary,hard worker,no,no,Systems Security Administrator
79,82,88,66,72,62,72,83,83,12,6,0,5,1,no,yes,no,hadoop,data science,no,yes,poor,medium,IOT,security,job,SAaS services,no,yes,Science,salary,yes,stubborn,Technical,work,hard worker,yes,no,Systems Security Administrator
73,62,94,70,94,67,66,62,88,9,3,3,8,4,yes,yes,yes,shell programming,database security,yes,no,excellent,medium,parallel computing,security,higherstudies,Cloud Services,no,yes,Self help,salary,yes,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
62,77,64,69,80,88,69,94,74,12,4,5,2,1,no,no,no,r programming,hacking,yes,no,poor,excellent,cloud computing,system developer,higherstudies,Finance,yes,no,Guide,salary,no,gentle,Management,work,smart worker,yes,no,Systems Security Administrator
78,83,69,75,78,89,69,82,82,10,2,4,6,5,no,yes,yes,r programming,system designing,yes,yes,excellent,medium,cloud computing,security,job,Service Based,yes,no,Dictionaries,salary,yes,gentle,Technical,salary,smart worker,no,no,Systems Security Administrator
63,90,74,67,93,91,75,72,76,10,9,5,7,5,no,no,no,machine learning,data science,no,yes,excellent,medium,IOT,security,higherstudies,Cloud Services,no,no,Math,Work,yes,gentle,Management,salary,hard worker,yes,no,Systems Security Administrator
89,71,78,69,86,72,60,86,60,7,8,6,3,1,no,no,no,shell programming,testing,no,yes,medium,medium,Computer Architecture,developer,job,Cloud Services,no,yes,Biographies,Work,yes,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
63,92,61,69,70,91,93,81,90,9,3,5,4,8,no,no,no,hadoop,web technologies,yes,yes,poor,medium,Computer Architecture,Business process analyst,job,Web Services,no,yes,Satire,Work,yes,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
80,64,77,81,61,94,71,74,73,7,1,1,6,2,no,yes,no,distro making,data science,no,no,excellent,excellent,Computer Architecture,cloud computing,job,Web Services,yes,no,Math,Work,no,gentle,Management,work,smart worker,no,yes,Systems Security Administrator
67,67,61,75,69,75,70,91,80,12,4,2,6,2,no,yes,yes,distro making,database security,no,yes,poor,poor,hacking,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Horror,Work,yes,gentle,Technical,work,hard worker,no,yes,Systems Security Administrator
60,84,82,83,81,79,86,72,92,5,1,4,2,7,yes,no,no,machine learning,cloud computing,no,yes,poor,medium,IOT,developer,higherstudies,Finance,yes,yes,Travel,Work,yes,stubborn,Technical,salary,hard worker,no,no,Systems Security Administrator
65,68,62,88,62,68,91,68,60,8,3,1,2,2,no,no,no,app development,database security,yes,yes,medium,excellent,IOT,Business process analyst,higherstudies,Product based,yes,yes,Trilogy,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Systems Security Administrator
63,63,88,73,87,78,71,75,68,9,5,5,2,6,no,yes,yes,information security,game development,no,yes,poor,medium,networks,system developer,job,Testing and Maintainance Services,no,no,Biographies,salary,yes,stubborn,Technical,work,hard worker,yes,yes,Systems Security Administrator
62,61,74,75,84,86,74,85,73,11,1,0,3,8,no,yes,yes,information security,testing,no,no,poor,medium,IOT,Business process analyst,job,Sales and Marketing,yes,no,Science fiction,Work,no,gentle,Management,work,hard worker,yes,yes,Systems Security Administrator
63,77,66,89,88,92,78,63,81,5,5,5,4,7,yes,yes,yes,python,testing,no,yes,excellent,medium,programming,testing,higherstudies,Testing and Maintainance Services,no,no,Mystery,Work,yes,gentle,Management,salary,smart worker,no,yes,Systems Security Administrator
94,63,68,71,77,68,81,84,78,11,9,2,5,1,no,no,yes,shell programming,database security,yes,no,excellent,medium,networks,cloud computing,job,Testing and Maintainance Services,no,yes,Anthology,salary,no,stubborn,Technical,salary,hard worker,no,no,Systems Security Administrator
84,78,83,83,72,65,64,94,94,5,6,1,6,3,yes,yes,no,app development,web technologies,no,no,excellent,excellent,programming,cloud computing,higherstudies,Finance,no,no,Satire,Work,no,stubborn,Technical,work,smart worker,yes,no,Systems Security Administrator
87,76,60,84,69,71,91,71,65,5,1,3,3,9,yes,no,no,r programming,cloud computing,no,no,poor,excellent,IOT,cloud computing,job,Product based,yes,yes,Biographies,salary,yes,stubborn,Management,salary,smart worker,no,yes,Systems Security Administrator
85,63,94,92,93,84,79,93,92,7,1,2,4,4,yes,yes,yes,distro making,web technologies,no,yes,excellent,medium,networks,Business process analyst,higherstudies,BPA,yes,yes,Fantasy,Work,yes,stubborn,Management,salary,hard worker,no,no,Systems Security Administrator
74,78,71,64,66,93,82,64,75,6,2,3,5,5,yes,no,yes,hadoop,game development,yes,no,excellent,excellent,data engineering,system developer,job,Cloud Services,no,no,Drama,Work,yes,gentle,Management,salary,hard worker,no,yes,Systems Security Administrator
85,80,84,87,92,90,87,70,88,5,8,6,6,6,no,yes,yes,full stack,web technologies,no,yes,poor,poor,hacking,security,higherstudies,Service Based,no,yes,Horror,salary,yes,stubborn,Technical,work,smart worker,no,yes,Systems Security Administrator
73,86,94,70,86,78,76,88,76,8,3,4,3,6,no,yes,no,hadoop,database security,no,yes,poor,poor,networks,testing,job,Product based,yes,yes,Horror,Work,yes,gentle,Technical,work,hard worker,no,no,Systems Security Administrator
81,62,71,82,76,85,64,67,83,6,2,6,2,3,no,yes,no,python,web technologies,no,yes,medium,medium,data engineering,developer,job,product development,no,yes,Guide,salary,yes,gentle,Technical,work,smart worker,no,yes,Systems Security Administrator
68,70,94,88,75,79,72,82,73,10,6,2,6,1,yes,no,yes,full stack,system designing,yes,no,poor,excellent,Software Engineering,cloud computing,higherstudies,Testing and Maintainance Services,yes,no,Horror,salary,yes,gentle,Management,work,hard worker,yes,yes,Systems Security Administrator
75,81,61,64,82,79,87,78,63,10,5,2,1,2,yes,yes,no,hadoop,cloud computing,yes,yes,poor,poor,hacking,testing,higherstudies,Service Based,no,yes,Cookbooks,salary,yes,stubborn,Technical,work,smart worker,no,no,Systems Security Administrator
87,70,78,83,70,73,94,72,63,4,1,1,3,3,yes,no,no,full stack,cloud computing,yes,no,poor,poor,Software Engineering,testing,job,Service Based,no,yes,Horror,salary,yes,gentle,Technical,work,hard worker,yes,no,Systems Security Administrator
93,89,64,77,80,75,80,75,62,10,9,6,5,7,yes,no,no,python,data science,no,no,excellent,excellent,networks,Business process analyst,job,Cloud Services,yes,no,Religion-Spirituality,salary,no,stubborn,Management,work,hard worker,no,yes,Systems Security Administrator
92,67,60,61,93,77,71,81,85,8,3,5,1,9,no,no,no,python,game development,yes,no,excellent,medium,networks,cloud computing,higherstudies,product development,yes,no,Health,Work,no,gentle,Management,salary,hard worker,no,yes,Systems Security Administrator
83,94,85,85,78,85,85,71,86,11,5,5,3,6,yes,no,yes,python,cloud computing,yes,yes,medium,poor,IOT,testing,higherstudies,Product based,yes,no,Prayer books,salary,no,gentle,Management,salary,smart worker,yes,no,Systems Security Administrator
84,66,74,64,93,83,75,76,90,10,7,5,3,2,no,yes,yes,machine learning,database security,yes,no,poor,excellent,networks,system developer,job,Web Services,no,no,Art,Work,yes,stubborn,Technical,salary,smart worker,no,no,Systems Security Administrator
83,84,93,63,86,79,61,60,69,9,8,2,1,8,yes,no,yes,hadoop,data science,no,no,poor,poor,Computer Architecture,cloud computing,higherstudies,BPA,no,no,Cookbooks,salary,yes,gentle,Technical,work,hard worker,yes,no,Systems Security Administrator
89,76,81,91,65,66,76,93,75,9,1,4,8,7,yes,yes,yes,information security,cloud computing,yes,no,medium,medium,networks,Business process analyst,higherstudies,product development,yes,yes,Religion-Spirituality,salary,no,stubborn,Management,salary,hard worker,yes,yes,Systems Security Administrator
79,85,83,90,64,79,68,80,74,9,8,1,9,7,yes,yes,no,shell programming,testing,yes,no,excellent,poor,cloud computing,developer,job,Service Based,yes,yes,Religion-Spirituality,salary,yes,stubborn,Management,work,hard worker,no,yes,Systems Security Administrator
94,83,88,63,83,86,85,87,87,9,9,5,7,6,yes,no,no,full stack,web technologies,yes,yes,poor,poor,cloud computing,security,higherstudies,Service Based,no,no,Math,Work,yes,gentle,Management,work,hard worker,no,yes,Systems Security Administrator
66,61,82,74,78,66,65,77,64,12,2,3,4,8,no,no,yes,python,database security,yes,yes,medium,medium,Computer Architecture,security,higherstudies,Testing and Maintainance Services,yes,yes,Biographies,salary,yes,gentle,Technical,salary,hard worker,no,no,Systems Security Administrator
84,82,69,90,86,70,61,61,62,5,7,1,5,4,no,yes,no,information security,database security,yes,no,excellent,excellent,networks,cloud computing,job,product development,no,yes,Cookbooks,salary,no,gentle,Technical,salary,smart worker,yes,no,Systems Security Administrator
67,74,76,78,71,63,60,73,89,9,1,0,6,5,yes,yes,yes,distro making,cloud computing,no,yes,excellent,poor,Software Engineering,developer,job,Testing and Maintainance Services,no,no,Trilogy,salary,yes,stubborn,Management,salary,smart worker,no,no,Systems Security Administrator
85,79,86,84,75,76,86,77,70,11,7,3,9,5,no,yes,yes,python,data science,no,yes,medium,medium,Computer Architecture,cloud computing,job,Testing and Maintainance Services,yes,no,Satire,salary,no,gentle,Management,salary,hard worker,yes,no,Systems Security Administrator
60,76,73,87,92,68,64,72,93,7,6,3,8,8,no,no,no,information security,database security,no,yes,poor,poor,Management,Business process analyst,job,Finance,yes,no,Comics,salary,no,gentle,Technical,salary,hard worker,yes,no,Systems Security Administrator
93,69,64,67,87,76,73,80,82,10,8,3,9,9,yes,yes,no,r programming,web technologies,no,yes,excellent,medium,parallel computing,security,job,Sales and Marketing,yes,no,Self help,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
89,71,76,90,75,61,71,75,93,5,4,0,6,7,yes,no,yes,python,cloud computing,yes,no,excellent,excellent,data engineering,system developer,job,product development,no,no,Religion-Spirituality,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Systems Security Administrator
70,85,82,74,86,66,80,68,64,10,5,4,8,2,yes,yes,yes,app development,system designing,yes,yes,poor,poor,networks,Business process analyst,job,Testing and Maintainance Services,no,no,Science fiction,Work,yes,gentle,Technical,salary,hard worker,no,yes,Systems Security Administrator
82,68,82,91,77,67,84,73,61,7,3,5,3,4,no,no,yes,information security,data science,yes,yes,excellent,poor,Computer Architecture,cloud computing,higherstudies,product development,no,yes,Guide,Work,no,stubborn,Management,work,smart worker,no,no,Systems Security Administrator
78,61,85,90,93,88,70,83,72,10,6,6,9,7,no,yes,no,full stack,cloud computing,yes,yes,medium,medium,parallel computing,security,higherstudies,product development,no,yes,Horror,salary,no,gentle,Management,work,hard worker,no,no,Systems Security Administrator
66,76,63,92,83,94,84,62,79,4,4,3,4,1,yes,yes,no,hadoop,hacking,no,no,medium,poor,Management,security,job,Cloud Services,no,yes,Anthology,salary,yes,stubborn,Management,salary,hard worker,no,no,Systems Security Administrator
69,66,83,69,77,85,94,61,88,6,4,3,1,1,yes,no,no,app development,game development,no,yes,excellent,excellent,Computer Architecture,testing,job,Product based,yes,no,Dictionaries,salary,no,stubborn,Technical,salary,smart worker,no,no,Systems Security Administrator
86,84,63,77,94,83,71,80,86,7,9,2,6,6,no,yes,no,information security,hacking,no,no,excellent,medium,parallel computing,system developer,job,Product based,no,yes,Comics,Work,no,stubborn,Technical,work,smart worker,yes,no,Systems Security Administrator
